title,venue,year,pages,author,url,month,comment,code
FLOW: A Robust Federated Learning Framework to Defend Against Model Poisoning Attacks in IoT,IEEE Internet Things J.,2024,11 (9): 15075-15086,"Shukan Liu, Zhenyu Li, Qiao Sun, Lin Chen, Xianfeng Zhang, Li Duan",https://doi.org/10.1109/JIOT.2023.3341811,,Journal Articles,
DCI-PFGL: Decentralized Cross-Institutional Personalized Federated Graph Learning for IoT Service Recommendation,IEEE Internet Things J.,2024,11 (8): 13837-13850,"Biao Xie, Chunqiang Hu, Hongyu Huang, Jiguo Yu, Hui Xia ",https://doi.org/10.1109/JIOT.2023.3340880,,Journal Articles,
BCE-FL: A Secure and Privacy-Preserving Federated Learning System for Device Fault Diagnosis Under Non-IID Condition in IIoT,IEEE Internet Things J.,2024,11 (8): 14241-14252,"Yiming Xiao, Haidong Shao, Jian Lin, Zhiqiang Huo, Bin Liu ",https://doi.org/10.1109/JIOT.2023.3340745,,Journal Articles,
Blockchain-Based Privacy-Preserving Federated Learning for Mobile Crowdsourcing,IEEE Internet Things J.,2024,11 (8): 13884-13899,"Haiying Ma, Shuanglong Huang, Jiale Guo, Kwok-Yan Lam, Tianling Yang",https://doi.org/10.1109/JIOT.2023.3340630,,Journal Articles,
Accelerated Federated Learning Over Wireless Fading Channels With Adaptive Stochastic Momentum,IEEE Internet Things J.,2024,11 (8): 14136-14152,"Liqun Su, Vincent K. N. Lau",https://doi.org/10.1109/JIOT.2023.3340014,,Journal Articles,
SPEFL: Efficient Security and Privacy-Enhanced Federated Learning Against Poisoning Attacks,IEEE Internet Things J.,2024,11 (8): 13437-13451,"Liyan Shen, Zhenhan Ke, Jinqiao Shi, Xi Zhang, Yanwei Sun, Jiapeng Zhao, Xuebin Wang, Xiaojie Zhao",https://doi.org/10.1109/JIOT.2023.3339638,,Journal Articles,
Compressed-Sensing-Based Practical and Efficient Privacy-Preserving Federated Learning,IEEE Internet Things J.,2024,11 (8): 14017-14030,"Siguang Chen, Yifeng Miao, Xue Li, Chuanxin Zhao",https://doi.org/10.1109/JIOT.2023.3339495,,Journal Articles,
Toward Context-Aware Federated Learning Assessment: A Reality Check,IEEE Internet Things J.,2024,11 (7): 12567-12578,"Hend K. Gedawy, Khaled A. Harras, Thang Bui, Temoor Tanveer",https://doi.org/10.1109/JIOT.2023.3338275,,Journal Articles,
Heterogeneous Data-Aware Federated Learning for Intrusion Detection Systems via Meta-Sampling in Artificial Intelligence of Things,IEEE Internet Things J.,2024,11 (8): 13340-13354,"Weixiang Han, Jialiang Peng, Jiahua Yu, Jiawen Kang, Jiaxun Lu, Dusit Niyato",https://doi.org/10.1109/JIOT.2023.3337755,,Journal Articles,
Confidence-Based Similarity-Aware Personalized Federated Learning for Autonomous IoT,IEEE Internet Things J.,2024,11 (7): 13070-13081,"Xuming Han, Qiaohong Zhang, Zaobo He, Zhipeng Cai ",https://doi.org/10.1109/JIOT.2023.3337520,,Journal Articles,
Structured Bayesian Federated Learning for Green AI: A Decentralized Model Compression Using Turbo-VBI-Based Approach,IEEE Internet Things J.,2024,11 (7): 12783-12798,"Chengyu Xia, Danny H. K. Tsang, Vincent K. N. Lau",https://doi.org/10.1109/JIOT.2023.3335971,,Journal Articles,
FedXPro: Bayesian Inference for Mitigating Poisoning Attacks in IoT Federated Learning,IEEE Internet Things J.,2024,11 (7): 12115-12131,"Pubudu L. Indrasiri, Dinh C. Nguyen, Bipasha Kashyap, Pubudu N. Pathirana, Yonina C. Eldar",https://doi.org/10.1109/JIOT.2023.3334298,,Journal Articles,
Hybrid IoT Device Selection With Knowledge Transfer for Federated Learning,IEEE Internet Things J.,2024,11 (7): 12216-12227,"Qianlong Dang, Guanghui Zhang, Ling Wang, Shuai Yang, Tao Zhan",https://doi.org/10.1109/JIOT.2023.3334018,,Journal Articles,
A Privacy-Preserving Collaborative Jamming Attacks Detection Framework Using Federated Learning,IEEE Internet Things J.,2024,11 (7): 12153-12164,"Zakaria Abou El Houda, Diala Naboulsi, Georges Kaddoum",https://doi.org/10.1109/JIOT.2023.3333870,,Journal Articles,
GOFL: An Accurate and Efficient Federated Learning Framework Based on Gradient Optimization in Heterogeneous IoT Systems,IEEE Internet Things J.,2024,11 (7): 12459-12474,"Zirui Lian, Jing Cao, Zongwei Zhu, Xuehai Zhou, Weihong Liu",https://doi.org/10.1109/JIOT.2023.3333419,,Journal Articles,
SVFLC: Secure and Verifiable Federated Learning With Chain Aggregation,IEEE Internet Things J.,2024,11 (8): 13125-13136,"Ning Li, Ming Zhou, Haiyang Yu, Yuwen Chen, Zhen Yang ",https://doi.org/10.1109/JIOT.2023.3330813,,Journal Articles,
Optimizing Tradeoff Between Learning Speed and Cost for Federated-Learning-Enabled Industrial IoT,IEEE Internet Things J.,2024,11 (7): 11663-11678,"Long Zhang, Suiyuan Wu, Haitao Xu, Qilie Liu, Choong Seon Hong, Zhu Han ",https://doi.org/10.1109/JIOT.2023.3330754,,Journal Articles,
Adaptive Decentralized Federated Learning in Resource-Constrained IoT Networks,IEEE Internet Things J.,2024,11 (6): 10739-10753,"Mengxuan Du, Haifeng Zheng, Min Gao, Xinxin Feng",https://doi.org/10.1109/JIOT.2023.3329128,,Journal Articles,
"Federated Learning for Medical Applications: A Taxonomy, Current Trends, Challenges, and Future Research Directions",IEEE Internet Things J.,2024,11 (5): 7374-7398,"Ashish Rauniyar, Desta Haileselassie Hagos, Debesh Jha, Jan Erik Håkegård, Ulas Bagci, Danda B. Rawat, Vladimir Vlassov",https://doi.org/10.1109/JIOT.2023.3329061,,Journal Articles,
Independence and Unity: Unseen Domain Segmentation Based on Federated Learning,IEEE Internet Things J.,2024,11 (6): 10722-10738,"Genji Yuan, Jianbo Li, Yan Huang, Zhenzhen Xie, Junjie Pang, Zhipeng Cai ",https://doi.org/10.1109/JIOT.2023.3327978,,Journal Articles,
Attacking Modulation Recognition With Adversarial Federated Learning in Cognitive-Radio-Enabled IoT,IEEE Internet Things J.,2024,11 (6): 10911-10923,"Hongyi Zhang, Mingqian Liu, Yunfei Chen, Nan Zhao ",https://doi.org/10.1109/JIOT.2023.3327953,,Journal Articles,
Collaborative Policy Learning for Dynamic Scheduling Tasks in Cloud-Edge-Terminal IoT Networks Using Federated Reinforcement Learning,IEEE Internet Things J.,2024,11 (6): 10133-10149,"Do-Yup Kim, Da-Eun Lee, Ji-Wan Kim, Hyun-Suk Lee",https://doi.org/10.1109/JIOT.2023.3327495,,Journal Articles,
On the Local Cache Update Rules in Streaming Federated Learning,IEEE Internet Things J.,2024,11 (6): 10808-10816,"Heqiang Wang, Jieming Bian, Jie Xu ",https://doi.org/10.1109/JIOT.2023.3327316,,Journal Articles,
Federated Learning for Healthcare Applications,IEEE Internet Things J.,2024,11 (5): 7339-7358,"Ahmad Chaddad, Yihang Wu, Christian Desrosiers",https://doi.org/10.1109/JIOT.2023.3325822,,Journal Articles,
MITDBA: Mitigating Dynamic Backdoor Attacks in Federated Learning for IoT Applications,IEEE Internet Things J.,2024,11 (6): 10115-10132,"Yongkang Wang, Di-Hua Zhai, Dongyu Han, Yuyin Guan, Yuanqing Xia",https://doi.org/10.1109/JIOT.2023.3325634,,Journal Articles,
A Semantic-Oriented Federated Learning for Hybrid Ground-Aqua Computing Systems,IEEE Internet Things J.,2024,11 (6): 10095-10103,"Benedetta Picano, Romano Fantacci",https://doi.org/10.1109/JIOT.2023.3325289,,Journal Articles,
"To Distill or Not to Distill: Toward Fast, Accurate, and Communication-Efficient Federated Distillation Learning",IEEE Internet Things J.,2024,11 (6): 10040-10053,"Yuan Zhang, Wenlong Zhang, Lingjun Pu, Tao Lin, Jinyao Yan",https://doi.org/10.1109/JIOT.2023.3324666,,Journal Articles,
CFL-IDS: An Effective Clustered Federated Learning Framework for Industrial Internet of Things Intrusion Detection,IEEE Internet Things J.,2024,11 (6): 10007-10019,"Yao Shan, Yu Yao, Xiaoming Zhou, Tong Zhao, Bo Hu, Lei Wang",https://doi.org/10.1109/JIOT.2023.3324302,,Journal Articles,
ResFed: Communication0Efficient Federated Learning With Deep Compressed Residuals,IEEE Internet Things J.,2024,11 (6): 9458-9472,"Rui Song, Liguo Zhou, Lingjuan Lyu, Andreas Festag, Alois Knoll",https://doi.org/10.1109/JIOT.2023.3324079,,Journal Articles,
Adaptive Batch Homomorphic Encryption for Joint Federated Learning in Cross-Device Scenarios,IEEE Internet Things J.,2024,11 (6): 9338-9354,"Junhao Han, Li Yan ",https://doi.org/10.1109/JIOT.2023.3323358,,Journal Articles,
Secure and Efficient Blockchain-Based Federated Learning Approach for VANETs,IEEE Internet Things J.,2024,11 (5): 9047-9055,"Muhammad Asad, Saima Shaukat, Ehsan Javanmardi, Jin Nakazato, Naren Bao, Manabu Tsukada",https://doi.org/10.1109/JIOT.2023.3322221,,Journal Articles,
QFDSA: A Quantum-Secured Federated Learning System for Smart Grid Dynamic Security Assessment,IEEE Internet Things J.,2024,11 (5): 8414-8426,"Chao Ren, Rudai Yan, Minrui Xu, Han Yu, Yan Xu, Dusit Niyato, Zhao Yang Dong",https://doi.org/10.1109/JIOT.2023.3321793,,Journal Articles,
FedSwarm: An Adaptive Federated Learning Framework for Scalable AIoT,IEEE Internet Things J.,2024,11 (5): 8268-8287,"Haizhou Du, Chengdong Ni, Chaoqian Cheng, Qiao Xiang, Xi Chen, Xue Liu ",https://doi.org/10.1109/JIOT.2023.3321325,,Journal Articles,
MP-FedCL: Multiprototype Federated Contrastive Learning for Edge Intelligence,IEEE Internet Things J.,2024,11 (5): 8604-8623,"Yu Qiao, Md. Shirajum Munir, Apurba Adhikary, Huy Q. Le, Avi Deb Raha, Chaoning Zhang, Choong Seon Hong",https://doi.org/10.1109/JIOT.2023.3320250,,Journal Articles,
Handling Data Heterogeneity for IoT Devices in Federated Learning: A Knowledge Fusion Approach,IEEE Internet Things J.,2024,11 (5): 8090-8104,"Xu Zhou, Xinyu Lei, Cong Yang, Yichun Shi, Xiao Zhang, Jingwen Shi",https://doi.org/10.1109/JIOT.2023.3319986,,Journal Articles,
Sparse Federated Learning With Hierarchical Personalization Models,IEEE Internet Things J.,2024,11 (5): 8539-8551,"Xiaofeng Liu, Qing Wang, Yunfeng Shao, Yinchuan Li",https://doi.org/10.1109/JIOT.2023.3318647,,Journal Articles,
Online Incentive Mechanism Designs for Asynchronous Federated Learning in Edge Computing,IEEE Internet Things J.,2024,11 (5): 7787-7804,"Gang Li, Jun Cai, Chengwen He, Xiao Zhang, Hongming Chen ",https://doi.org/10.1109/JIOT.2023.3316470,,Journal Articles,
Adaptive Incentive for Cross-Silo Federated Learning in IIoT: A Multiagent Reinforcement Learning Approach,IEEE Internet Things J.,2024,11 (9): 15048-15058,"Shijing Yuan, Beiyu Dong, Hongtao Lv, Hongze Liu, Hongyang Chen, Chentao Wu, Song Guo, Yue Ding, Jie Li",https://doi.org/10.1109/JIOT.2023.3315770,,Journal Articles,
A Dropout-Tolerated Privacy-Preserving Method for Decentralized Crowdsourced Federated Learning,IEEE Internet Things J.,2024,11 (2): 1788-1799,"Tao Chen, Xiaofen Wang, Hong-Ning Dai, Haomiao Yang",https://doi.org/10.1109/JIOT.2023.3315730,,Journal Articles,
A Joint Communication and Learning Framework for Hierarchical Split Federated Learning,IEEE Internet Things J.,2024,11 (1): 268-282,"Latif U. Khan, Mohsen Guizani, Ala I. Al-Fuqaha, Choong Seon Hong, Dusit Niyato, Zhu Han ",https://doi.org/10.1109/JIOT.2023.3315673,,Journal Articles,
PBFL: Privacy-Preserving and Byzantine-Robust Federated-Learning-Empowered Industry 4.0,IEEE Internet Things J.,2024,11 (4): 7128-7140,"Wenjie Li, Kai Fan, Kan Yang, Yintang Yang, Hui Li ",https://doi.org/10.1109/JIOT.2023.3315226,,Journal Articles,
Efficient Byzantine-Robust and Privacy-Preserving Federated Learning on Compressive Domain,IEEE Internet Things J.,2024,11 (4): 7116-7127,"Guiqiang Hu, Hongwei Li, Wenshu Fan, Yushu Zhang",https://doi.org/10.1109/JIOT.2023.3314748,,Journal Articles,
Low-Latency Hierarchical Federated Learning in Wireless Edge Networks,IEEE Internet Things J.,2024,11 (4): 6943-6960,"Lina Su, Ruiting Zhou, Ne Wang, Junmei Chen, Zongpeng Li",https://doi.org/10.1109/JIOT.2023.3314743,,Journal Articles,
Task Offloading and Resource Allocation for Fog Computing in NG Wireless Networks: A Federated Deep Reinforcement Learning Approach,IEEE Internet Things J.,2024,11 (4): 6802-6816,"Chan Su, Jianguo Wei, Deyu Lin, Linghe Kong, Yong Liang Guan ",https://doi.org/10.1109/JIOT.2023.3314496,,Journal Articles,
Prototype-Based Decentralized Federated Learning for the Heterogeneous Time-Varying IoT Systems,IEEE Internet Things J.,2024,11 (4): 6916-6927,"Baosheng Li, Weifeng Gao, Jin Xie, Maoguo Gong, Ling Wang, Hong Li ",https://doi.org/10.1109/JIOT.2023.3313118,,Journal Articles,
Traffic Sign Recognition Using Optimized Federated Learning in Internet of Vehicles,IEEE Internet Things J.,2024,11 (4): 6722-6729,"Zhuotao Lian, Qingkui Zeng, Weizheng Wang, Dequan Xu, Weizhi Meng, Chunhua Su",https://doi.org/10.1109/JIOT.2023.3312348,,Journal Articles,
A Concurrent Federated Reinforcement Learning for IoT Resources Allocation With Local Differential Privacy,IEEE Internet Things J.,2024,11 (4): 6537-6550,"Wei Zhou, Tianqing Zhu, Dayong Ye, Wei Ren, Kim-Kwang Raymond Choo",https://doi.org/10.1109/JIOT.2023.3312118,,Journal Articles,
Adaptive Federated Learning With Negative Inner Product Aggregation,IEEE Internet Things J.,2024,11 (4): 6570-6581,"Wu Deng, Xintao Chen, Xinyan Li, Huimin Zhao ",https://doi.org/10.1109/JIOT.2023.3312059,,Journal Articles,
Blockchain-Empowered Federated Learning Through Model and Feature Calibration,IEEE Internet Things J.,2024,11 (4): 5770-5780,"Qianlong Wang, Weixian Liao, Yifan Guo, Michael McGuire, Wei Yu ",https://doi.org/10.1109/JIOT.2023.3311967,,Journal Articles,
Incentive Design for Heterogeneous Client Selection: A Robust Federated Learning Approach,IEEE Internet Things J.,2024,11 (4): 5939-5950,"Papa Pene, Weixian Liao, Wei Yu ",https://doi.org/10.1109/JIOT.2023.3311690,,Journal Articles,
Automatic Layer Freezing for Communication Efficiency in Cross-Device Federated Learning,IEEE Internet Things J.,2024,11 (4): 6072-6083,"Erich Malan, Valentino Peluso, Andrea Calimera, Enrico Macii, Paolo Montuschi",https://doi.org/10.1109/JIOT.2023.3309691,,Journal Articles,
Federated Learning and NFT-Based Privacy-Preserving Medical-Data-Sharing Scheme for Intelligent Diagnosis in Smart Healthcare,IEEE Internet Things J.,2024,11 (4): 5568-5577,"Siva Sai, Vikas Hassija, Vinay Chamola, Mohsen Guizani",https://doi.org/10.1109/JIOT.2023.3308991,,Journal Articles,
SecFedSA: A Secure Differential-Privacy-Based Federated Learning Approach for Smart Cyber-Physical Grid Stability Assessment,IEEE Internet Things J.,2024,11 (4): 5578-5588,"Chao Ren, Han Yu, Rudai Yan, Qiaoqiao Li, Yan Xu, Dusit Niyato, Zhao Yang Dong",https://doi.org/10.1109/JIOT.2023.3308170,,Journal Articles,
FtlSPG: A Federated Transfer Learning Framework for Personalized Safety Protective Gear Detection in Electric Power Industry,IEEE Internet Things J.,2024,11 (4): 5887-5898,"Yimeng Wang, Xiang Ding, Shusen Yang, Cong Zhao, Qing Han, Peng Zhao, Xuebin Ren",https://doi.org/10.1109/JIOT.2023.3308117,,Journal Articles,
Federated Reinforcement Learning for Electric Vehicles Charging Control on Distribution Networks,IEEE Internet Things J.,2024,11 (3): 5511-5525,"Junkai Qian, Yuning Jiang, Xin Liu, Qiong Wang, Ting Wang, Yuanming Shi, Wei Chen ",https://doi.org/10.1109/JIOT.2023.3306826,,Journal Articles,
Federated Learning for Crowd Counting in Smart Surveillance Systems,IEEE Internet Things J.,2024,11 (3): 5200-5209,"Yiran Pang, Zhen Ni, Xiangnan Zhong",https://doi.org/10.1109/JIOT.2023.3305933,,Journal Articles,
Secrecy-Driven Energy Minimization in Federated-Learning-Assisted Marine Digital Twin Networks,IEEE Internet Things J.,2024,11 (3): 5155-5168,"Li Ping Qian, Mingqing Li, Ping Ye, Qian Wang, Bin Lin, Yuan Wu, Xiaoniu Yang",https://doi.org/10.1109/JIOT.2023.3305711,,Journal Articles,
Privacy-Preserving and Poisoning-Defending Federated Learning in Fog Computing,IEEE Internet Things J.,2024,11 (3): 5063-5077,"Yiran Li, Shibin Zhang, Yan Chang, Guowen Xu, Hongwei Li ",https://doi.org/10.1109/JIOT.2023.3302795,,Journal Articles,
FLSG: A Novel Defense Strategy Against Inference Attacks in Vertical Federated Learning,IEEE Internet Things J.,2024,11 (2): 1816-1826,"Kai Fan, Jingtao Hong, Wenjie Li, Xingwen Zhao, Hui Li, Yintang Yang",https://doi.org/10.1109/JIOT.2023.3302792,,Journal Articles,
Secure Federated Learning With Fully Homomorphic Encryption for IoT Communications,IEEE Internet Things J.,2024,11 (3): 4289-4300,"Neveen Mohammad Hijazi, Moayad Aloqaily, Mohsen Guizani, Bassem Ouni, Fakhri Karray",https://doi.org/10.1109/JIOT.2023.3302065,,Journal Articles,
Deep-Federated-Learning-Based Threat Detection Model for Extreme Satellite Communications,IEEE Internet Things J.,2024,11 (3): 3853-3867,"Sara Salim, Nour Moustafa, Mohamed Hassanian, David Ormod, Jill Slay",https://doi.org/10.1109/JIOT.2023.3301626,,Journal Articles,
Joint Edge Server Selection and Data Set Management for Federated-Learning-Enabled Mobile Traffic Prediction,IEEE Internet Things J.,2024,11 (3): 4971-4986,"Doyeon Kim, Seungjae Shin, Jaewon Jeong, Joohyung Lee ",https://doi.org/10.1109/JIOT.2023.3301019,,Journal Articles,
Clustered Federated Learning With Adaptive Local Differential Privacy on Heterogeneous IoT Data,IEEE Internet Things J.,2024,11 (1): 137-146,"Zaobo He, Lintao Wang, Zhipeng Cai ",https://doi.org/10.1109/JIOT.2023.3299947,,Journal Articles,
Low-Overhead Clustered Federated Learning for Personalized Stress Monitoring,IEEE Internet Things J.,2024,11 (3): 4335-4347,"Shiyi Jiang, Farshad Firouzi, Krishnendu Chakrabarty",https://doi.org/10.1109/JIOT.2023.3299736,,Journal Articles,
On-Device Indoor Positioning: A Federated Reinforcement Learning Approach With Heterogeneous Devices,IEEE Internet Things J.,2024,11 (3): 3909-3926,"Fei Dou, Jin Lu, Tan Zhu, Jinbo Bi",https://doi.org/10.1109/JIOT.2023.3299262,,Journal Articles,
TD-MDB: A Truth-Discovery-Based Multidimensional Bidding Strategy for Federated Learning in Industrial IoT Systems,IEEE Internet Things J.,2024,11 (3): 4274-4288,"Pengjie Zeng, Anfeng Liu, Neal N. Xiong, Shaobo Zhang, Mianxiong Dong",https://doi.org/10.1109/JIOT.2023.3298814,,Journal Articles,
FRAD: Free-Rider Attacks Detection Mechanism for Federated Learning in AIoT,IEEE Internet Things J.,2024,11 (3): 4377-4388,"Bo Wang, Hongtao Li, Ximeng Liu, Yina Guo",https://doi.org/10.1109/JIOT.2023.3298606,,Journal Articles,
Clustered Federated Learning in Internet of Things: Convergence Analysis and Resource Optimization,IEEE Internet Things J.,2024,11 (2): 3217-3232,"Bo Xu, Wenchao Xia, Haitao Zhao, Yongxu Zhu, Xinghua Sun, Tony Q. S. Quek",https://doi.org/10.1109/JIOT.2023.3298366,,Journal Articles,
FedINS2: A Federated-Edge-Learning-Based Inertial Navigation System With Segment Fusion,IEEE Internet Things J.,2024,11 (2): 3653-3661,"Jie Wang, Yebo Wu, Erwu Liu, Xiaolong Wu, Xinyu Qu, Yuanzhe Geng, Hanfu Zhang",https://doi.org/10.1109/JIOT.2023.3298051,,Journal Articles,
Verifiable Privacy-Preserving Federated Learning Under Multiple Encrypted Keys,IEEE Internet Things J.,2024,11 (2): 3430-3445,"Xiaoying Shen, Xue Luo, Feng Yuan, Baocang Wang, Yange Chen, Dianhua Tang, Le Gao",https://doi.org/10.1109/JIOT.2023.3296637,,Journal Articles,
Federated Learning With Heterogeneous Quantization Bit Allocation and Aggregation for Internet of Things,IEEE Internet Things J.,2024,11 (2): 3132-3143,"Shengbo Chen, Le Li, Guanghui Wang, Meng Pang, Cong Shen ",https://doi.org/10.1109/JIOT.2023.3296493,,Journal Articles,
